NOMBDEP,NOMBPROV,NOMBDIST,Clasificacion_Climatica
LAMBAYEQUE,CHICLAYO,PICSI,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,TUMAN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,MORROPE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,NUEVO IMPERIAL,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LURIN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,CHINCHA BAJA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,CHINCHA ALTA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,GROCIO PRADO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,CERRO AZUL,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,ANCON,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PISCO,HUMAY,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,TATE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,SANTIAGO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,PACHACUTEC,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,PUEBLO NUEVO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUAURA,HUACHO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUAURA,CALETA DE CARQUIN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUAURA,HUALMAY,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUAURA,SANTA MARIA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,SANTA CRUZ DE FLORES,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN ISIDRO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,MAGDALENA DEL MAR,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN BORJA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LINCE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SANTIAGO DE SURCO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,PUEBLO LIBRE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
CALLAO,CALLAO,LA PUNTA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,PACORA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
LIMA,LIMA,SANTA ROSA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,PIMENTEL,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ANCASH,CASMA,COMANDANTE NOEL,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUAURA,VEGUETA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,SALAVERRY,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,BARRANCA,SUPE PUERTO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,BARRANCA,BARRANCA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,BARRANCA,PATIVILCA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,BARRANCA,PARAMONGA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
AREQUIPA,CARAVELI,JAQUI,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
AREQUIPA,CARAVELI,LOMAS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,NASCA,MARCONA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PALPA,PALPA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PALPA,SANTA CRUZ,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,OCUCAJE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,PARCONA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,ICA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,LOS AQUIJES,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,SUBTANJALLA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,LA TINGUIÑA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PALPA,LLIPATA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PALPA,RIO GRANDE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,SAN JUAN BAUTISTA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PISCO,SAN ANDRES,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PISCO,TUPAC AMARU INCA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PISCO,PISCO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,SALAS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,PISCO,PARACAS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,ICA,SAN JOSE DE LOS MOLINOS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,ASIA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,MALA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,SAN ANTONIO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,JESUS MARIA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,PUCUSANA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,CHORRILLOS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,BARRANCO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN JUAN DE MIRAFLORES,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,MIRAFLORES,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SURQUILLO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,SAN LUIS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,IMPERIAL,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,PUNTA NEGRA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
CALLAO,CALLAO,LA PERLA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN LUIS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN MIGUEL,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,ALTO LARAN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,VILLA EL SALVADOR,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,PUNTA HERMOSA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,TAMBO DE MORA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,SUNAMPE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,EL CARMEN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ICA,CHINCHA,PUEBLO NUEVO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUAROCHIRI,RICARDO PALMA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN BARTOLO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,CAÑETE,CHILCA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,PACHACAMAC,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LA VICTORIA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LA MOLINA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
CALLAO,CALLAO,BELLAVISTA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,BREÑA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SANTA ANITA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,CIENEGUILLA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,HUARAL,CHANCAY,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LIMA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,EL AGUSTINO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,RIMAC,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,ATE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,CHACLACAYO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,INDEPENDENCIA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
CALLAO,CALLAO,CALLAO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN MARTIN DE PORRES,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LOS OLIVOS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,COMAS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,LURIGANCHO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,SAN JUAN DE LURIGANCHO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
CALLAO,CALLAO,VENTANILLA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LIMA,LIMA,PUENTE PIEDRA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,MOCHE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,LAGUNAS,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,CHEPEN,PACANGA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,CHEPEN,CHEPEN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,PACASMAYO,PACASMAYO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,PACASMAYO,SAN JOSE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,PACASMAYO,GUADALUPE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,LA ESPERANZA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,EL PORVENIR,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,TRUJILLO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,ETEN,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
ANCASH,SANTA,SAMANCO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LA LIBERTAD,VIRU,GUADALUPITO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,SANTA ROSA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,CAYALTI,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,MONSEFU,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,REQUE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,LA VICTORIA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,SAÑA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,PUCALA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,CHICLAYO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,POMALCA,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,TUCUME,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,CHICLAYO,PATAPO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,TALARA,PARIÑAS,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,TALARA,EL ALTO,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SECHURA,SECHURA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
AREQUIPA,CARAVELI,ACARI,Erido con deficiencia de humedad en todas las estaciones del aoo. Templado.
AREQUIPA,CARAVELI,BELLA UNION,Erido con deficiencia de humedad en todas las estaciones del aeo. Templado.
CALLAO,CALLAO,MI PERU,Erido con deficiencia de humedad en todas las estaciones del aeo. Templado.
TACNA,TACNA,LA YARADA LOS PALOS,Erido con deficiencia de humedad en todas las estaciones del aeo. Templado.
LIMA,HUAURA,HUAURA,Erido con deficiencia de humedad en todas las estaciones del aeo. Templado.
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,Semi rido con invierno y primavera secos. Calido.
TUMBES,TUMBES,LA CRUZ,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SECHURA,CRISTO NOS VALGA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SECHURA,RINCONADA LLICUAR,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SECHURA,BERNAL,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SECHURA,BELLAVISTA DE LA UNION,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,EL TALLAN,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SECHURA,VICE,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,CURA MORI,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,LA UNION,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,LA ARENA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,Semi rido con invierno y primavera secos. Calido.
TUMBES,TUMBES,CORRALES,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
TUMBES,TUMBES,TUMBES,Semi rido con invierno y primavera secos. Calido.
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,MORROPON,LA MATANZA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,CATACAOS,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,VEINTISEIS DE OCTUBRE,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,PIURA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PIURA,CASTILLA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SULLANA,MIGUEL CHECA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,ARENAL,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,LA HUACA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SULLANA,BELLAVISTA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,COLAN,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SULLANA,SALITRAL,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,VICHAYAL,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,AMOTAPE,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,TAMARINDO,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SULLANA,IGNACIO ESCUDERO,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SULLANA,SULLANA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,SULLANA,QUERECOTILLO,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,TALARA,LA BREA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,TALARA,LOBITOS,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,TALARA,LOS ORGANOS,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,TALARA,MANCORA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
PIURA,PAITA,PAITA,Erido con deficiencia de humedad en todas las estaciones del aeo. Celido.
TUMBES,ZARUMILLA,PAPAYAL,Semi rido con invierno y primavera secos. Calido.
TUMBES,ZARUMILLA,AGUAS VERDES,Semi rido con invierno y primavera secos. Calido.
TUMBES,ZARUMILLA,ZARUMILLA,Semi rido con invierno y primavera secos. Calido.
LORETO,MAYNAS,SAN JUAN BAUTISTA,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,IQUITOS,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MARISCAL RAMON CASTILLA,YAVARI,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,DATEM DEL MARAÑON,ANDOAS,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,ALTO NANAY,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,MAZAN,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,LORETO,TROMPETEROS,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,LORETO,TIGRE,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,NAPO,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,PUTUMAYO,PUTUMAYO,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,TORRES CAUSANA,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,REQUENA,SAQUENA,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,BELEN,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,INDIANA,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,PUNCHANA,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,FERNANDO LORES,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MAYNAS,LAS AMAZONAS,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,MARISCAL RAMON CASTILLA,PEBAS,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,PUTUMAYO,YAGUAS,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
LORETO,PUTUMAYO,ROSA PANDURO,Muy lluvioso con humedad abundante todas las estaciones del aao. CClido.
